Liquidity_Locked_Pct,Owner_Can_Mint,Owner_Can_Pause,Ownership_Renounced,Contract_Verified,TopHolder_Pct,Number_of_Holders,Buy_Tax,Sell_Tax,LP_Burned,Token_Age_Days,Liquidity_USD,Daily_Volume_USD,Market_Cap_USD,RugPull
5,0,0,0,1,42,348,3,7,0,908,943768,394243,15105530,0
28,0,0,0,1,29,13358,3,23,1,215,4428668,868864,3162463,0
57,1,0,0,0,41,6212,5,15,0,570,1657286,741011,42025470,0
16,1,1,0,1,90,11125,17,18,1,630,1692671,1653211,32195070,1
15,0,1,1,1,60,5349,25,15,0,559,2790970,970422,30083239,1
86,0,1,1,0,11,2418,0,25,0,605,981657,2618817,45065087,0
94,0,1,1,1,15,11035,29,24,0,63,76313,2690472,4459284,0
2,0,0,0,1,78,6178,9,30,1,393,1068971,2979386,28863464,1
20,0,1,1,0,82,18323,2,13,0,14,2945891,2653795,11352066,1
63,1,1,1,1,39,18894,27,22,1,992,990201,1784027,23538523,0
89,1,0,1,1,40,23768,13,15,1,451,2224980,2354630,7527123,0
35,1,0,0,0,74,9309,10,0,0,896,614976,210968,39026611,1
100,0,0,0,1,56,18689,4,17,1,519,1630840,2579626,26290896,0
85,1,1,0,1,73,7425,1,26,1,390,1941332,2567746,14624946,1
61,0,0,1,1,46,7228,8,17,1,419,4070375,937777,12389379,0
41,0,0,1,1,75,7102,28,0,0,219,1816462,2807870,43438323,0
75,0,0,1,1,19,9747,28,16,1,951,350413,1272907,33742844,0
41,0,0,1,1,25,18618,16,19,0,412,4051683,124387,43676967,0
60,1,0,1,1,86,6278,28,6,0,791,583462,2153935,10525333,0
12,0,1,1,1,5,24751,18,5,1,906,1296089,942589,38965503,0
10,0,0,1,1,72,22514,30,12,1,337,1776023,2870331,34119514,0
53,1,1,1,1,15,11621,20,27,1,822,2478151,2807092,43202188,0
15,0,0,1,1,14,24711,16,6,1,62,1325368,1794463,47581649,0
7,1,0,1,1,49,3450,19,27,0,783,435121,382818,41486749,1
58,0,0,1,1,60,17275,9,23,0,398,2694049,243098,41502519,0
56,0,0,1,0,23,5943,16,7,1,779,2455828,2792027,22982155,0
39,1,0,1,1,46,7424,10,11,1,823,1439806,1250354,35823453,0
58,0,0,1,1,98,4175,26,27,1,93,291508,2411986,49103995,0
1,0,0,1,0,45,6147,27,27,1,914,92041,1110439,504208,0
93,0,0,0,1,24,532,26,15,1,26,4614040,1655739,40255270,0
93,0,1,1,1,31,9625,6,2,0,47,2749400,1361858,15404347,0
75,0,0,1,1,16,10921,0,6,1,499,4944518,1226607,41696892,0
9,0,0,0,1,82,9611,15,5,1,729,570817,2445519,3026219,0
43,0,0,1,1,68,14320,2,28,1,936,4687612,923371,27234545,0
10,1,1,1,1,42,3139,14,12,1,427,3504287,1848436,40235401,0
78,0,1,1,1,70,19939,3,13,1,449,3189354,1899105,43552102,0
79,0,0,1,1,62,23390,3,12,1,771,48110,1584212,20852338,0
80,0,1,1,1,86,19375,30,26,1,275,1865515,1435252,17395924,0
89,1,1,1,1,89,3160,29,7,1,395,810948,2385501,32820959,1
1,1,0,0,1,15,22722,28,18,1,348,867568,367347,45937918,1
49,0,0,1,1,34,13398,22,13,0,896,739760,549014,20734371,0
11,1,0,0,1,68,1104,30,26,0,371,4976075,2751366,40333251,1
89,0,0,0,1,87,17533,4,24,0,338,3284465,2159767,48758463,1
22,0,0,0,1,52,20420,14,4,1,181,2408212,451504,7742691,0
17,0,0,0,1,44,6476,10,17,1,398,3936728,1032815,13655499,0
61,0,0,1,1,98,8216,23,3,1,589,680958,885718,39763912,0
95,0,1,0,1,72,15197,18,22,0,851,2053113,1960129,32169428,1
61,0,0,1,1,25,6595,29,0,1,812,3907493,1905958,26646226,0
37,1,1,0,1,9,1548,7,0,1,435,1482860,214856,43010799,0
66,1,0,1,1,40,5187,10,27,0,32,162999,923611,25343720,0
37,0,0,1,1,95,6552,10,8,1,811,1992250,2657264,10374321,0
66,0,0,0,0,11,21189,28,18,0,417,586807,2294874,37751696,1
93,0,0,1,1,64,13068,8,0,1,518,2082260,2925424,17759889,0
60,0,1,1,1,60,7589,13,14,1,158,135100,606463,28264097,0
0,0,1,1,1,35,10826,24,12,0,586,3978763,459298,11978524,0
93,0,0,0,1,88,9662,24,22,1,670,4546153,808488,21091310,0
44,0,1,1,1,29,5021,13,28,1,73,587012,2203127,5565871,0
95,1,0,1,1,60,13332,30,6,0,134,2811954,118207,944593,0
27,0,0,0,1,93,1826,12,13,0,128,497280,932231,4120122,0
20,0,0,1,1,85,5645,0,29,1,749,3986899,1775248,12650182,0
12,0,0,1,1,83,7004,29,1,0,326,3932213,2991584,22542334,1
26,0,0,0,1,78,6213,8,12,1,724,1681458,342227,41815988,0
99,1,0,1,1,38,4261,7,7,0,721,2724657,2962656,36984147,0
6,0,0,1,1,48,11411,28,27,1,386,1540596,371041,38101054,0
21,1,0,1,0,11,13316,30,30,0,514,99452,2410268,22585480,1
73,1,0,1,1,55,6622,17,11,1,10,799049,2231013,9790039,0
52,0,1,1,1,29,9901,2,12,1,61,2298223,1194187,39215068,0
78,0,0,1,1,32,13913,22,2,1,513,4601796,2356629,30483153,0
78,1,0,1,1,46,19370,2,30,1,290,3457500,1462402,38601747,0
3,1,0,1,1,31,24900,1,28,0,751,691387,1514421,6581421,0
95,0,0,1,1,41,13367,3,18,1,757,941070,2864983,4717179,0
22,1,0,0,1,59,11670,8,29,1,804,2590776,2210835,2438981,0
69,1,0,0,1,42,21257,14,11,1,168,3542414,334418,17334317,0
87,0,1,1,1,60,22669,17,20,1,371,2964380,2314042,3917311,0
83,0,1,1,1,96,20147,16,29,0,916,227117,1570557,34588732,1
100,1,0,0,1,38,2468,25,1,1,224,2425100,1133702,49841440,0
83,0,0,1,1,33,16529,30,19,0,568,724142,1267922,2335711,0
75,0,0,0,1,52,17207,29,17,1,17,3946900,567097,32560274,0
32,0,0,1,1,76,11153,22,15,1,316,1940359,2874796,31522987,0
27,0,0,0,1,81,18402,29,27,1,679,158598,2174853,15992254,0
7,0,0,1,1,50,18467,10,8,1,470,4133224,2441850,6757866,0
0,1,0,1,1,41,6666,0,21,0,133,1015657,2404301,35083002,0
36,0,0,0,1,7,23530,5,16,1,833,3471750,1829054,7475484,0
62,0,1,0,1,82,20188,13,24,0,735,1699701,1590131,23781090,1
21,0,0,1,1,91,6086,4,23,1,18,3332190,2579906,6057505,0
69,0,0,0,0,91,12765,26,17,1,69,901876,1003175,28545724,1
20,0,0,1,1,81,2779,23,18,0,62,967346,735826,45973682,0
95,0,0,1,1,54,3683,2,6,1,857,4045290,1557205,21452338,0
34,0,0,1,1,25,8399,18,3,1,327,1986096,2071448,34481010,0
78,0,0,1,0,52,15261,0,7,1,398,2873829,1180145,26766682,0
4,0,0,0,1,62,9199,3,0,1,903,4042249,634803,42063835,1
59,0,0,1,1,35,20426,25,9,0,94,2043480,27858,9722911,0
45,1,0,1,1,11,15087,15,3,1,401,2820082,1568694,31133211,0
49,0,0,1,1,61,15897,25,16,1,397,857034,1487325,45576268,0
47,0,0,1,0,40,14285,5,6,1,408,3233742,2198246,24528727,0
5,0,1,1,1,87,17740,4,24,0,484,2689892,977293,39030608,1
88,0,0,1,1,90,14367,6,0,1,831,1391443,1973329,5197909,0
55,0,0,0,1,28,13394,30,15,1,908,2875908,169749,9916246,0
58,0,1,1,1,28,1729,27,23,0,658,3517775,728951,13215546,0
28,0,0,1,1,60,8593,26,30,1,151,2216069,1044773,32993360,0
70,1,0,1,0,89,9557,9,9,0,406,2816566,984887,1838902,1
76,1,0,1,0,65,21397,0,10,1,537,1055041,2239128,33226289,0
17,0,0,1,0,81,2265,18,5,0,812,1253587,1896957,36618923,1
1,0,1,1,1,74,12311,26,21,0,281,4429964,1200600,48533811,1
7,0,0,1,1,32,5351,13,23,1,612,4418684,2349023,194763,0
74,1,1,0,1,36,2036,3,30,1,917,965393,106456,3740584,1
96,1,0,1,1,81,4349,14,0,0,624,1211820,1961941,9747751,0
53,0,1,0,1,82,20124,5,8,1,797,4315234,1309828,15459059,0
37,0,0,1,1,49,1308,19,10,1,572,4514367,303314,12742011,0
47,0,1,1,0,73,1622,22,5,0,501,2429858,2900933,29627158,1
26,0,1,1,1,72,117,29,18,0,510,1389366,2842495,3342248,1
19,0,0,1,1,82,1363,25,12,1,904,3319447,657811,12046446,0
11,0,0,1,1,22,1656,30,16,0,113,1968448,646552,39994548,0
42,0,0,0,1,79,4230,9,13,0,118,3664374,1939043,5304035,0
60,1,1,1,1,87,17510,14,30,0,517,1464596,1916145,34412396,1
30,1,0,1,1,6,8613,18,19,1,706,3609321,2269142,11450926,0
90,0,0,1,1,7,3030,7,20,1,180,4884896,196864,5479591,0
95,0,1,1,1,33,246,12,3,0,407,1070832,603614,45762258,0
60,1,0,1,1,91,2712,22,26,1,386,2572926,404484,35502268,0
73,0,0,0,0,52,8410,18,6,1,214,4745004,1023013,34720177,0
66,0,1,1,1,69,13640,15,14,0,853,2768376,1023606,729290,0
90,0,0,0,1,46,23584,24,21,1,108,1656250,740573,1238412,0
34,0,0,1,1,10,23988,28,28,1,636,340221,1812766,20115714,0
94,0,0,1,1,63,12307,25,9,1,433,292185,2025022,10728981,0
14,0,0,1,1,85,22445,28,4,1,465,3988989,2068029,6837447,0
15,0,0,1,1,23,15113,20,12,0,168,1442166,1908552,1744156,0
12,0,0,1,1,56,21448,17,14,1,189,906085,1390257,32995337,0
34,0,0,1,1,65,19642,8,2,1,799,804940,1986333,30540417,0
74,0,0,1,1,6,16279,23,24,1,89,3274487,2407313,26348444,0
58,1,0,0,0,83,19207,14,18,1,391,1582088,198344,44534137,1
20,0,0,1,1,27,2347,7,2,0,25,3625522,2934283,26033357,0
53,0,0,0,1,23,5736,16,18,1,978,4196152,2443945,36769860,0
74,0,0,1,1,74,10032,29,11,1,96,2635261,1056293,42008635,0
29,0,0,0,1,54,18345,3,13,1,122,518380,905372,46438611,0
47,0,0,1,1,65,10329,22,7,1,698,4043429,2293858,14295244,0
34,0,1,1,1,23,20195,21,17,0,573,1878389,2150874,37694661,0
85,0,0,0,1,98,7898,27,3,1,328,1035331,665374,33329088,0
37,0,0,1,1,26,18847,8,28,1,14,3260655,1463854,572193,0
30,0,1,1,0,7,6572,30,30,0,368,2368185,2485473,20480199,1
77,0,1,1,1,9,16162,7,23,1,134,1518858,2198957,25714439,0
23,0,0,1,1,98,8448,8,10,1,119,483620,852631,25324026,0
48,0,1,0,1,71,22115,3,30,1,535,429324,413354,21573588,1
95,0,0,0,1,64,14277,7,29,0,79,20288,1703495,18920731,1
99,0,0,0,1,43,18927,29,16,1,982,4331428,2422837,36440863,0
31,0,0,0,1,32,24079,27,18,0,676,4076630,91821,3014125,1
54,0,0,1,1,5,13340,21,3,1,963,1865181,532359,25606177,0
78,0,0,1,1,26,8988,24,5,1,429,3179142,1052053,1786666,0
57,0,0,0,0,49,21623,25,1,1,428,665288,1581451,33850494,0
98,0,0,1,0,55,15224,16,6,1,393,889971,2726957,36702490,0
2,0,0,1,1,85,5736,5,27,0,453,1206054,1396875,49586513,1
79,0,0,1,1,55,23136,25,18,1,128,3831933,2218902,28346928,0
68,1,0,0,1,32,10645,9,13,0,12,4943963,849215,46867023,1
84,1,0,1,1,34,21526,1,15,1,733,2454635,2899063,5778440,0
9,0,1,0,1,12,351,30,7,0,65,2046435,1552337,5024956,1
82,0,0,1,0,95,21196,11,17,1,737,408658,1088570,2983336,0
24,0,0,1,1,45,6741,18,8,1,184,2389585,2053626,11031809,0
67,0,0,0,1,29,9384,24,3,1,533,3125026,3764,4250052,0
60,0,0,0,1,63,17440,4,13,1,702,217527,1557772,17784028,0
28,0,0,1,1,81,1030,15,23,0,21,3921226,1016092,9550037,1
18,1,0,1,1,38,14038,4,19,1,603,4334814,2980344,8226937,0
42,0,0,1,1,43,16262,0,21,0,514,2609265,2369674,49886635,0
65,0,0,0,1,75,23363,9,23,1,392,4787210,2033858,45948197,0
73,0,0,1,1,90,2252,27,20,0,396,4488306,556971,13935383,1
60,0,0,1,1,50,8912,29,21,1,662,299826,2774648,2341575,0
42,1,1,0,1,42,17555,27,17,1,945,4596639,1132701,35842075,1
24,1,0,1,1,99,2567,1,19,1,9,3695925,2502778,36458407,0
19,1,0,1,1,37,21736,15,4,1,684,2012827,112560,5164432,0
47,0,0,0,1,26,5557,8,0,1,934,795192,71386,5824119,0
82,0,1,0,1,31,24399,6,22,0,861,3843743,2383245,34575616,0
86,0,0,0,1,67,14171,12,5,0,771,506021,1614221,18099977,0
23,0,0,1,1,31,8928,3,19,0,854,3940556,992191,34766251,0
10,0,0,0,1,25,14203,6,3,0,836,536090,2956798,17748887,0
97,0,0,0,1,57,22753,30,18,0,989,4216591,2832579,6038546,0
54,0,1,1,0,39,12581,9,27,0,461,1924828,2423031,9258336,0
27,0,1,1,1,51,9718,11,16,1,728,1202072,2018573,8317656,0
68,0,0,1,1,54,12736,1,5,1,640,2311170,424418,11166595,0
62,0,0,0,0,14,14088,27,4,1,130,4030359,2051749,19642242,0
58,0,0,0,1,32,6476,4,5,1,387,583827,1141390,2649213,0
4,0,0,0,1,41,22230,27,30,1,655,85955,2761364,34605146,1
50,0,1,1,1,45,22448,24,25,0,728,3943141,54718,23618424,0
20,0,0,1,1,65,24234,14,0,0,562,4531874,575215,31807793,0
11,0,0,1,1,55,6868,10,17,0,410,306932,1312907,24742306,0
49,1,0,0,1,12,6566,1,30,0,136,3214099,1971167,9416063,0
3,0,0,1,1,62,23706,14,14,1,616,3608491,1065567,22968709,0
41,0,1,1,0,65,16015,18,15,1,693,4559086,1850919,32247281,0
83,0,0,1,1,37,23735,4,22,0,517,1201973,1790051,37747530,0
37,1,0,1,1,23,19735,15,8,1,712,4290540,2609383,28486616,0
24,0,0,1,1,34,4782,20,21,0,174,871662,1028287,1571426,0
13,0,0,0,1,82,19323,30,21,1,39,3194873,1207949,9787829,1
74,0,1,1,0,18,18036,7,4,0,366,4494708,2440015,17968808,0
31,0,1,1,1,40,1884,6,10,1,800,1397044,1395008,29426091,0
10,0,1,1,1,11,17246,2,4,1,863,3554618,1152495,20950768,0
60,0,0,1,1,38,3110,20,5,0,828,577820,93140,25918522,0
17,1,0,0,1,54,21733,7,1,1,126,4432476,2639225,13899893,0
26,1,0,1,1,36,9946,4,9,1,968,2005666,2076839,25860476,0
54,0,0,1,1,46,7226,13,21,1,529,4615033,424124,12667165,0
53,0,0,0,0,37,18434,1,3,1,763,3678217,2725333,35461544,0
81,0,0,1,1,18,5131,9,13,1,128,2568674,1935019,27162094,0
86,1,0,0,1,93,8911,17,2,1,919,1784493,1824064,44326344,1
74,0,0,1,1,32,10850,16,12,0,487,4061689,1036458,27937676,0
20,1,0,1,1,43,79,5,22,1,754,2697447,234101,32000746,0
43,0,1,1,0,98,4810,16,29,0,461,1127428,1612477,28422057,1
4,0,1,1,0,35,24631,23,14,1,953,2041099,1459015,35511965,0
86,1,0,0,1,28,19528,16,15,1,172,2879567,742612,7333841,0
40,0,0,0,1,8,18048,23,4,1,335,3826215,1833577,24876373,0
58,0,1,1,1,82,23275,21,9,0,301,1126877,2349895,34031439,0
88,0,0,1,1,13,24414,24,2,1,604,3866584,2781012,48422569,0
53,0,0,0,1,74,17310,18,15,1,176,461785,2659737,27936177,0
73,0,0,1,1,28,10746,15,7,1,222,3336431,902411,8156742,0
21,0,0,1,1,94,1060,29,15,0,527,1665244,283670,19456163,0
82,0,0,1,1,69,17608,29,4,0,678,2851546,1917229,22243192,0
64,1,1,1,1,91,1824,22,10,1,904,4506233,2002620,8217591,0
63,1,0,1,1,21,3309,1,18,1,686,513939,1104453,6263987,0
70,0,0,1,1,41,21357,4,28,1,509,812420,307305,10132427,0
3,0,0,1,0,54,20713,11,15,0,335,2751425,2532986,32332178,0
64,0,0,0,1,49,1091,0,13,0,742,3464196,2923667,10339016,0
14,0,0,1,1,24,9014,4,10,1,423,4094304,234999,35167237,0
75,0,0,1,1,63,4826,7,13,1,691,1836989,2567200,29635443,0
21,1,0,1,1,63,6807,9,15,1,674,4832247,2643130,34547223,0
85,1,0,0,1,94,6682,2,24,0,292,666090,1343002,24737644,1
46,0,0,1,1,15,9126,30,17,0,20,1521100,2286522,12845807,0
80,0,0,1,1,59,20985,5,2,0,876,4215038,2859736,39256675,0
92,0,0,0,1,88,6905,12,2,1,525,1042675,2049415,9262664,0
45,0,0,1,0,69,21551,19,0,0,556,1404936,2275793,7564546,0
13,0,0,1,0,81,24419,7,11,1,557,2663306,1566137,36390745,1
49,0,0,0,1,62,16168,28,6,0,303,496144,805306,30787297,1
19,1,1,1,1,48,19563,29,10,0,533,2206232,2348173,18830896,1
49,0,1,1,1,81,18499,17,12,1,879,2097751,2622380,37275113,0
32,1,0,1,1,18,17764,4,13,1,407,4951487,2058624,7107062,0
58,0,0,0,1,80,538,5,21,0,558,4837145,2094200,33331705,0
42,0,0,1,1,56,8833,26,11,0,771,130732,619849,33182984,0
78,1,0,0,0,38,20971,30,5,1,726,2435674,2600481,7025809,0
11,1,0,0,1,67,19163,23,5,0,605,1895289,2789896,38092201,1
39,0,0,1,1,31,8414,1,6,1,424,1515122,2185217,18448038,0
19,0,0,0,1,16,2205,24,5,1,734,2995309,2037030,2107649,0
93,1,0,1,1,42,17513,6,27,1,448,528227,173909,16507691,0
37,0,0,1,1,60,22797,15,8,1,344,4315894,2701216,48289938,0
2,0,0,1,1,69,20562,9,20,1,345,1100586,1646995,49114444,0
27,0,0,1,1,94,20820,28,29,1,972,2850658,439822,23983033,0
55,1,0,1,0,44,4154,29,27,0,434,711416,2974839,35001810,1
89,1,0,1,0,25,19687,19,26,0,148,763969,2782862,32741969,0
93,1,1,1,1,36,23926,9,16,1,481,2533464,1654102,44222090,0
12,0,0,1,1,93,17187,1,16,1,807,4906835,2023111,15367870,0
76,0,1,0,1,16,4610,7,14,1,150,2084234,1179755,11293036,0
65,0,0,1,0,93,2876,1,0,0,381,3191699,2774218,44095037,0
36,1,0,0,1,30,689,1,13,1,302,121312,955323,47622702,0
48,0,0,0,1,40,22574,12,1,0,83,547300,1752484,41368729,0
65,0,0,1,1,20,10995,30,19,1,32,4453041,2791924,10446714,0
35,0,0,1,0,82,15352,24,21,1,373,3884004,1728415,5500517,0
53,0,1,1,1,38,17596,3,6,1,755,1272145,2764528,12423431,0
25,1,0,0,1,28,8258,6,12,1,26,441294,2803184,4072180,0
74,0,0,1,1,76,24306,25,20,1,300,3944158,2903042,695353,0
71,1,0,1,0,95,24921,13,6,0,967,4681702,1826425,21970807,1
39,0,1,1,1,43,10745,19,17,1,264,4895788,2934642,19312584,0
42,1,0,1,1,68,593,4,5,0,317,4239007,2451890,47794461,0
21,1,0,1,1,81,20492,0,18,1,779,4180294,458898,27625315,0
19,0,0,1,1,33,3272,30,27,0,699,2390631,1657795,22149865,0
7,1,0,1,0,35,10133,25,8,0,744,4322630,1115490,18114847,1
28,0,0,0,0,67,20696,0,9,1,528,3556448,994359,45242335,0
39,1,0,0,1,47,5240,25,25,0,969,3608657,330620,17378434,1
89,1,0,1,1,23,15716,25,3,1,873,3365381,826327,30979496,0
29,1,0,0,1,14,24067,29,20,0,964,2947021,2317440,47385407,1
80,0,0,0,0,60,2620,18,29,1,715,2470157,2139916,10136954,1
83,0,1,1,1,64,10999,5,27,0,778,2592891,2658983,11140420,1
54,0,0,1,1,47,9108,15,20,0,251,3295620,2197557,30565982,0
15,0,0,0,1,52,3215,11,11,0,571,689120,1768345,37415825,0
45,1,0,1,1,44,10133,30,12,0,565,4468743,1360139,17846292,0
61,1,0,0,1,38,2011,0,29,1,477,3984591,1576440,7456482,0
6,1,0,1,1,5,1314,27,17,1,553,4459057,1077698,19023864,1
79,0,0,1,1,23,5355,11,12,1,517,1018036,1173445,29132442,0
44,1,0,1,0,5,22051,19,19,1,3,1372025,207092,19190140,0
58,1,1,1,1,92,8131,24,22,1,461,1724289,2297687,14536593,1
55,1,0,1,1,29,2649,17,26,1,464,4390098,338877,20700016,0
47,0,1,1,1,72,11565,1,27,0,873,3279987,2632124,47889082,1
26,0,0,1,1,92,3102,30,17,0,584,1382869,1253991,37883563,0
52,0,0,1,1,88,21853,17,4,0,284,1144880,788639,279351,0
86,0,0,1,1,32,1605,9,15,0,920,4994346,2111946,41962478,0
87,0,0,0,1,49,4979,9,20,1,166,2951263,281439,33867560,0
72,1,0,1,0,28,8955,22,20,0,578,3199078,667711,2390982,1
34,0,0,0,1,48,8647,22,22,0,318,1563725,2321929,5301091,0
50,0,0,0,1,6,14724,5,9,1,262,4264141,2849431,13529742,0
83,0,0,1,1,27,24092,1,13,1,787,994721,664102,37566023,0
36,1,0,1,1,82,4500,15,22,1,658,3065023,1184512,27387835,0
80,1,0,0,0,66,3671,4,27,1,62,3423810,2652862,19874470,1
94,1,0,0,1,19,5485,30,28,1,38,4474993,1649514,44989781,0
56,0,0,1,1,36,652,28,14,0,472,3911091,1107448,39798154,0
7,0,1,0,1,91,20703,5,10,0,295,3465849,641167,42121119,1
78,1,0,1,1,8,20617,21,29,0,788,1509715,2467130,12966656,0
94,0,0,1,1,88,18036,25,7,1,728,421220,355991,2331370,0
93,0,0,1,1,35,13774,21,26,1,568,1503894,605505,14772122,0
19,0,1,1,1,63,13003,30,16,1,439,172058,979648,14390269,1
52,0,0,0,0,75,11591,21,2,0,379,969486,768556,18095447,1
11,0,0,0,1,5,17462,0,0,0,130,2533160,2962512,37086048,0
48,0,0,1,1,73,10306,27,6,1,740,2757643,2576278,40014095,0
16,0,0,1,1,18,4491,3,20,1,144,1748926,880634,43623129,0
63,0,0,1,1,98,20334,16,1,0,611,479415,2217128,32068841,0
41,0,1,1,1,27,21696,12,9,1,135,1212524,2061170,13215735,0
93,0,0,1,0,75,5916,11,30,1,956,2350263,2842098,32050852,0
28,0,1,1,1,20,13638,30,17,1,670,1337743,2698465,35668137,0
18,0,0,1,1,13,2574,12,6,0,35,3592730,696430,17706315,0
10,0,1,1,1,35,16035,18,4,0,295,3844446,606088,18088542,0
97,0,1,0,1,65,18348,27,28,1,939,930552,267947,31433834,1
49,0,0,0,0,49,3100,26,3,1,912,2449291,1199573,42863438,0
70,0,0,1,1,11,9256,15,13,1,656,352947,347640,21723493,0
57,0,0,1,1,61,1524,29,23,1,920,716802,1330930,42235445,0
33,1,0,1,1,68,13237,26,2,0,398,2539779,2562116,27727722,1
19,0,0,1,1,6,16028,26,12,1,16,4380708,2497874,15385314,0
49,0,0,0,1,10,7027,10,2,1,288,1374821,1544010,38490647,0
87,0,0,1,1,65,18266,17,7,1,436,2761100,2716539,33621113,0
9,1,0,1,1,38,8620,17,17,1,839,3268273,67452,19777934,0
31,0,1,1,1,21,16227,21,18,1,857,1582330,1953748,46662031,0
51,0,0,0,1,30,5502,0,3,0,87,756514,876561,28398260,0
14,0,0,1,1,80,19078,3,9,1,258,3915036,987105,15286834,0
100,1,0,1,0,24,15697,8,2,1,969,4450489,676290,9539337,0
83,1,0,0,1,45,7025,2,11,1,613,4314572,2277602,23543928,0
2,0,0,1,1,62,14882,7,23,1,416,975402,2846701,28460391,0
36,0,0,1,1,58,21666,8,5,1,43,498297,78170,10309823,0
39,0,0,1,1,33,15094,17,18,0,726,526908,1486030,17198670,0
71,1,0,0,0,52,19167,4,22,1,18,4507573,1872405,23207351,1
39,0,0,0,1,99,5782,21,3,1,426,2817871,2069275,40359038,0
55,0,0,1,1,81,1331,4,2,1,637,1113753,2013227,48987039,0
22,1,0,1,1,94,19608,21,17,1,191,4437854,1038700,1883776,0
10,1,0,1,1,26,11808,4,7,1,110,3456143,1796301,12953168,0
63,1,0,1,1,76,16165,22,23,1,87,1072974,2291693,12779209,1
7,1,0,1,1,75,24854,15,30,1,777,2280721,1135760,37265714,1
92,1,1,1,1,9,18772,4,1,1,219,471120,652828,31547348,0
93,0,0,1,1,56,5301,4,24,0,994,3711242,1379110,45536218,0
55,1,0,0,1,5,9687,11,27,1,649,844346,1124351,17474536,0
59,1,0,1,1,49,23485,6,6,0,341,2185770,1014386,31969155,0
9,0,0,1,1,44,4396,2,10,0,145,3238981,114950,15149527,0
38,0,0,1,0,68,4340,25,5,1,773,4892067,2825309,8667852,0
27,1,0,1,1,15,13740,22,18,1,398,996991,1539597,24869366,0
48,0,0,1,1,56,12603,7,2,0,722,1850717,1117692,21378347,0
35,1,0,1,0,11,4192,20,12,1,664,1730713,2177957,29537480,0
12,0,0,0,1,55,5462,19,19,0,371,3439430,2129350,13380627,1
95,0,1,0,1,97,719,17,26,0,457,1112677,2331292,43255156,1
35,0,0,1,1,98,17126,4,30,1,671,4920638,2069408,32544113,0
100,0,0,1,1,25,11416,5,24,1,341,2764114,1102265,5322999,0
25,0,0,1,1,43,15429,29,23,0,483,1100545,725301,47583725,0
85,0,1,0,1,48,18218,26,1,0,703,3406281,769464,21195610,0
3,0,0,1,1,61,10161,24,28,1,154,402023,503790,40804910,1
94,0,0,1,1,45,23563,21,4,0,512,467254,2305885,29688474,0
81,0,0,0,1,43,4522,21,30,0,785,897521,718040,10925903,0
63,0,0,0,1,24,11426,5,14,1,260,1508140,2935452,44338739,0
37,1,0,0,1,26,13575,23,9,1,135,2636393,855566,19523725,0
87,0,0,0,1,33,20036,5,5,1,643,4033325,1972948,8399643,0
86,0,0,1,1,50,13249,10,13,1,937,1537236,2107154,10061159,0
21,0,1,0,1,72,22276,26,20,1,768,167021,369148,43450722,1
1,0,0,1,1,7,3106,12,0,0,735,3561772,1461125,16172018,0
30,0,0,0,1,77,19708,13,8,1,917,2995605,1001115,33495952,0
10,0,0,1,1,9,23988,16,9,1,60,2901315,1034895,30948131,0
91,1,0,1,0,60,13937,0,27,1,254,3376186,1990698,17470344,0
45,1,0,1,1,71,8653,30,21,1,846,3792577,2934975,43208313,1
95,1,0,1,1,93,17495,9,30,1,556,2122934,650423,2835739,0
61,0,1,1,1,36,19162,30,20,1,731,2018256,655617,47681817,0
68,0,0,1,1,86,2162,27,10,1,422,1076855,2915543,44479094,0
63,0,0,1,1,45,10925,29,21,0,23,1836614,1266982,14551319,0
9,0,0,1,1,33,15749,1,18,0,458,916947,2546047,36311217,0
39,1,0,1,1,70,18835,12,8,0,366,3414107,1488194,25771840,0
23,0,1,1,1,15,17532,16,11,1,189,1140053,2017994,2563746,0
98,0,0,1,1,63,15090,18,19,1,149,1939353,192706,5249921,0
43,0,1,0,1,99,8799,2,5,1,498,2069210,2366419,43862525,0
59,1,0,1,0,8,13861,3,15,1,131,807198,1828664,8481718,0
61,1,0,1,0,97,4153,5,12,1,560,4496032,1543480,26663690,0
86,0,1,1,1,58,15354,12,5,0,523,1509898,2790456,29032021,0
16,1,0,0,1,71,5704,28,12,1,909,2249309,436546,39937534,1
64,0,0,1,1,6,2283,25,14,0,137,4228583,337406,26472753,0
94,1,1,1,1,82,11641,22,17,1,494,2187154,975808,48308385,1
94,1,0,0,1,52,19545,13,15,0,719,3743708,1861681,26501955,0
56,1,0,0,1,72,9431,8,8,1,691,1493494,799976,19414766,0
54,0,0,0,1,48,4733,23,17,1,450,1842956,1506219,11973067,0
52,0,0,1,1,66,11018,14,9,1,216,3645597,480588,16786182,0
55,0,0,0,1,98,11272,5,11,1,973,4193874,1796766,4360022,0
97,0,1,1,0,87,7576,24,4,1,856,346808,2322614,3303747,1
8,1,0,0,1,23,9442,19,26,0,535,4643316,2212754,22203715,1
21,0,0,0,1,48,15412,10,1,1,498,2364343,475347,47615460,0
12,0,1,0,1,35,8657,21,8,1,802,4581676,2111875,30130991,0
88,1,0,1,1,66,15238,6,17,1,707,487335,1149708,4868283,0
47,0,0,0,1,19,15663,17,23,1,206,183962,2708719,3743272,0
17,0,0,1,1,33,20488,27,26,1,666,3711,1322721,29625339,0
